,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min,partition,UC_Origin,UC_Dest,predict_proba,predict
91611,10,25,2,1715,20,214,49,159,1.0,train,1653,1631,0.20367244,0
91614,8,3,4,1814,13,65,38,640,1.0,train,915,908,0.35162067,0
91620,3,7,1,1515,7,19,180,403,1.0,train,443,496,0.17081387,0
91621,4,8,6,805,19,65,180,802,1.0,train,1543,1577,0.085709184,0
91624,11,17,4,2358,7,159,38,2381,1.0,train,490,446,0.17811207,0
91629,9,14,3,2128,7,19,144,432,1.0,train,443,484,0.25050554,0
91633,1,30,7,1246,1,82,250,247,1.0,train,135,191,0.25322294,0
91635,6,9,4,1711,1,82,189,1121,1.0,train,135,168,0.30986437,0
91639,11,30,3,1122,21,122,98,594,1.0,train,1728,1731,0.1352646,0
91655,6,5,7,1708,7,74,19,373,1.0,train,461,440,0.1817035,0
91661,1,5,4,1959,1,180,166,950,1.0,train,163,160,0.4137186,0
91663,2,25,5,1813,16,252,259,262,1.0,train,1384,1393,0.32602826,0
91669,8,19,5,1207,21,58,98,628,1.0,train,1700,1731,0.27180877,0
91685,8,29,1,1550,15,20,74,411,1.0,train,1140,1170,0.26651582,0
91688,12,8,4,1253,16,259,252,262,1.0,train,1389,1388,0.25252157,0
91691,7,30,7,1745,22,19,64,227,1.0,train,1818,1849,0.46501452,0
91697,7,18,1,1114,1,82,222,868,1.0,train,135,182,0.19248685,0
91701,5,20,5,904,6,138,122,383,1.0,train,413,408,0.08672231,0
91706,11,18,5,644,16,75,213,213,1.0,train,1298,1365,0.06355999,0
91707,7,19,3,1630,15,38,214,468,1.0,train,1150,1224,0.30387077,0
91712,1,6,4,1912,7,19,269,2092,1.0,train,443,540,0.26539117,0
91713,4,8,5,1321,16,254,259,191,1.0,train,1386,1393,0.28467897,0
91714,6,29,4,1551,13,62,82,1021,1.0,train,912,928,0.34044072,0
91717,2,7,1,1755,20,106,148,1093,1.0,train,1629,1646,0.19934438,0
91720,8,8,1,1739,7,282,19,793,1.0,train,544,440,0.41499102,0
91721,12,21,4,1015,1,213,248,1120,1.0,train,176,189,0.3429731,0
91724,3,26,6,2022,1,189,180,193,1.0,train,167,164,0.39968482,0
91729,10,14,5,557,19,38,64,728,1.0,train,1535,1549,0.013875974,0
91737,8,4,4,2032,14,201,108,491,1.0,train,1093,1055,0.34835297,0
91749,8,22,1,2023,20,132,289,453,1.0,train,1631,1684,0.4140668,0
91754,10,13,5,1857,13,172,213,215,1.0,train,959,982,0.37551948,0
91758,7,22,6,1616,21,282,62,317,1.0,train,1804,1712,0.368945,0
91763,3,21,1,1611,14,88,158,74,1.0,train,1046,1076,0.18217826,0
91766,8,26,5,1348,13,82,295,103,1.0,train,924,1015,0.16766831,0
91769,5,17,2,2011,21,121,98,446,1.0,train,1727,1731,0.4839439,0
91771,8,5,5,1259,1,88,213,235,1.0,train,136,177,0.2191043,0
91784,10,21,5,1910,20,153,214,543,1.0,train,1638,1663,0.4426648,0
91787,3,26,6,537,7,248,19,515,1.0,train,528,440,0.014816843,0
91788,10,10,2,1648,14,300,184,369,1.0,train,1135,1088,0.15588543,0
91796,11,28,1,1551,19,286,64,508,1.0,train,1609,1549,0.29379153,0
91803,12,14,4,2030,1,213,276,258,1.0,train,176,200,0.47989362,0
91808,9,1,5,1515,1,276,82,551,1.0,train,199,136,0.255117,0
91812,10,15,7,1448,1,82,2,569,1.0,train,135,118,0.2283398,0
91818,12,22,4,1429,8,19,140,781,1.0,train,558,634,0.4567136,0
91820,7,28,4,1858,6,19,138,533,1.0,train,395,411,0.44531175,0
91823,4,6,4,1819,16,130,267,402,1.0,train,1324,1398,0.17036493,0
91838,1,26,4,2032,20,77,209,181,1.0,train,1625,1660,0.35475972,0
91839,4,13,4,1945,18,259,82,1464,1.0,train,1514,1467,0.29748127,0
91849,4,14,5,1735,13,120,213,137,1.0,train,937,982,0.23849702,0
91852,12,30,5,1440,16,81,48,850,1.0,train,1300,1283,0.3421156,0
91854,6,1,3,2206,15,74,239,390,1.0,train,1167,1233,0.44613686,0
91858,7,17,1,1625,22,64,13,646,1.0,train,1838,1827,0.29351333,0
91868,8,15,2,1142,1,166,189,1097,1.0,train,159,168,0.1599103,0
91878,4,28,4,1322,4,217,154,1028,1.0,train,292,284,0.19601375,0
91900,10,4,3,1825,21,276,62,487,1.0,train,1803,1712,0.3082406,0
91910,6,30,4,1658,5,98,19,745,1.0,train,336,317,0.48901224,0
91919,1,8,7,1930,20,267,161,590,1.0,train,1669,1650,0.398457,0
91921,7,21,4,1212,16,259,198,77,1.0,train,1389,1355,0.2721657,0
91947,10,25,3,1240,8,299,19,208,1.0,train,719,561,0.20259824,0
91955,12,16,5,648,9,250,81,794,1.0,train,759,740,0.10917938,0
91963,7,19,2,1544,7,19,234,903,1.0,train,443,524,0.2748991,0
91984,7,2,7,1911,20,269,218,479,1.0,train,1670,1665,0.38052458,0
91986,3,19,7,1806,22,138,21,1297,1.0,train,1868,1831,0.29559863,0
91987,7,16,7,2039,20,289,132,453,1.0,train,1674,1641,0.41975546,0
91989,7,21,5,1228,21,98,47,282,1.0,train,1720,1707,0.27959216,0
91991,6,8,4,2020,7,19,106,581,1.0,train,443,470,0.3997234,0
91997,6,16,5,1448,20,207,182,1844,1.0,train,1649,1656,0.3698518,0
92004,7,4,2,1852,21,194,139,427,1.0,train,1763,1747,0.287329,0
92011,5,24,2,1928,3,304,155,199,1.0,train,265,238,0.23365648,0
92013,12,26,1,1205,20,148,106,1093,1.0,train,1636,1639,0.4086924,0
92024,3,16,3,1521,8,19,175,389,1.0,train,558,653,0.30042025,0
92028,7,1,5,1559,18,213,38,867,1.0,train,1498,1454,0.44215655,0
92034,9,16,5,1548,10,166,220,288,1.0,train,796,814,0.27779078,0
92039,9,22,5,1753,8,164,19,303,1.0,train,644,561,0.4860445,0
92053,1,20,5,817,18,213,80,612,1.0,train,1498,1465,0.101732016,0
92057,2,18,6,1608,1,189,221,1013,1.0,train,167,181,0.44050485,0
92059,3,9,3,1727,19,221,239,336,1.0,train,1584,1600,0.18940349,0
92076,1,30,1,1154,14,88,275,1023,1.0,train,1046,1131,0.14364983,0
92078,12,21,4,1150,13,189,144,1021,1.0,train,966,950,0.33998638,0
92100,8,4,5,1715,8,300,19,264,1.0,train,720,561,0.43585843,0
92105,5,15,7,1627,16,2,81,349,1.0,train,1257,1304,0.18268555,0
92117,6,5,1,1538,22,239,138,224,1.0,train,1917,1879,0.26275736,0
92118,12,22,5,1341,15,74,154,589,1.0,train,1167,1202,0.3885114,0
92121,7,16,6,1147,20,49,239,255,1.0,train,1621,1670,0.19305243,0
92126,5,10,3,1609,13,82,229,604,1.0,train,924,987,0.19098267,0
92128,4,18,2,1016,1,82,21,190,1.0,train,135,121,0.06720354,0
92131,10,8,6,1815,19,80,166,214,1.0,train,1544,1574,0.15336889,0
92134,7,29,5,2037,15,74,296,226,1.0,train,1167,1257,0.30073705,0
92136,3,19,7,922,1,180,213,1005,1.0,train,163,177,0.1874184,0
92139,1,2,7,933,1,106,266,1046,1.0,train,141,196,0.19267498,0
92155,6,6,1,2044,14,201,98,1008,1.0,train,1093,1050,0.44591516,0
92158,7,29,5,1337,20,264,218,569,1.0,train,1668,1665,0.30507407,0
92162,5,31,3,1257,18,213,222,1440,1.0,train,1498,1509,0.17739943,0
92166,6,2,4,1850,20,65,276,410,1.0,train,1623,1682,0.39891887,0
92178,6,7,2,1101,14,139,201,1034,1.0,train,1067,1095,0.11386598,0
92184,7,30,7,1852,13,213,65,296,1.0,train,978,919,0.35870433,0
92188,7,29,5,2125,6,138,122,383,1.0,train,413,408,0.38173553,0
92194,8,27,7,1856,20,77,289,237,1.0,train,1625,1684,0.3930658,0
92195,12,29,4,1553,16,81,69,72,1.0,train,1300,1298,0.16674149,0
92198,2,26,7,1856,14,101,201,223,1.0,train,1050,1095,0.2111848,0
92207,10,7,5,2035,19,166,80,214,1.0,train,1564,1551,0.28056732,0
92211,2,11,6,1440,16,236,81,301,1.0,train,1374,1304,0.15296094,0
92220,2,2,4,1446,1,218,82,1616,1.0,train,179,136,0.20735484,0
92225,5,18,4,2223,8,19,190,669,1.0,train,558,664,0.4807954,0
92228,7,22,6,1424,15,74,178,539,1.0,train,1167,1207,0.24952976,0
92241,7,7,4,1749,1,82,258,1660,1.0,train,135,193,0.3432729,0
92243,3,24,5,1834,1,166,213,733,1.0,train,159,177,0.38452026,0
92252,11,21,2,1902,16,213,292,224,1.0,train,1362,1409,0.34522346,0
92269,3,6,1,1620,16,213,78,240,1.0,train,1362,1303,0.18594442,0
92278,3,8,2,1320,19,64,153,329,1.0,train,1542,1569,0.11034212,0
92279,10,20,5,1802,7,19,249,1891,1.0,train,443,531,0.2711898,0
92289,3,14,1,1459,13,154,38,187,1.0,train,949,908,0.15320733,0
92291,4,8,6,1244,20,65,180,802,1.0,train,1623,1655,0.13450922,0
92293,10,29,7,800,22,23,213,631,1.0,train,1821,1918,0.13087556,0
92298,6,7,2,2007,18,213,47,473,1.0,train,1498,1456,0.3483345,0
92301,9,21,3,1604,14,201,161,1536,1.0,train,1093,1078,0.20474517,0
92322,7,29,5,2300,8,74,45,693,1.0,train,592,579,0.49106035,0
92326,11,29,3,1645,8,19,58,259,1.0,train,558,588,0.40007097,0
92330,8,22,1,1727,16,37,81,649,1.0,train,1274,1304,0.24383578,0
92337,12,4,7,2005,20,36,49,588,1.0,train,1617,1631,0.34718823,0
92338,3,3,4,944,11,161,131,2556,1.0,train,830,832,0.113535434,0
92343,11,25,6,1702,20,180,250,1040,1.0,train,1645,1674,0.24445482,0
92346,2,3,5,1757,1,166,213,733,1.0,train,159,177,0.29765755,0
92350,9,23,6,1219,10,221,106,992,1.0,train,809,791,0.20353425,0
92351,8,7,7,2038,10,49,78,406,1.0,train,774,785,0.42381555,0
92366,4,8,5,1452,20,218,37,344,1.0,train,1655,1628,0.27644408,0
92375,6,21,3,1452,7,213,19,606,1.0,train,511,440,0.344838,0
92377,12,13,3,1554,4,106,154,1069,1.0,train,278,284,0.332097,0
92379,9,1,5,902,7,19,166,761,1.0,train,443,493,0.13203606,0
92387,11,7,2,1944,13,213,65,296,1.0,train,978,919,0.27827397,0
92395,2,22,2,1410,1,213,144,177,1.0,train,176,153,0.1624594,0
92401,4,3,7,1303,5,248,62,1025,1.0,train,378,327,0.18721935,0
92402,11,17,4,1553,1,36,166,764,1.0,train,123,160,0.31717563,0
92411,10,5,4,1043,7,19,58,259,1.0,train,443,453,0.109862946,0
92413,8,8,2,1110,16,213,292,224,1.0,train,1362,1409,0.1585313,0
92414,1,22,7,1336,8,276,74,307,1.0,train,707,595,0.2798643,0
92422,3,22,2,1847,7,259,131,2398,1.0,train,534,478,0.2369805,0
92428,9,21,3,908,8,19,122,153,1.0,train,558,623,0.1037867,0
92429,2,10,5,1957,14,184,202,349,1.0,train,1086,1096,0.22680166,0
92439,2,28,2,1754,10,221,38,280,1.0,train,809,778,0.3313303,0
92456,10,10,1,1328,17,180,266,1189,1.0,train,1427,1444,0.21791266,0
92459,12,5,2,1925,8,29,74,906,1.0,train,566,595,0.3959317,0
92461,12,18,7,1100,8,73,19,83,1.0,train,591,561,0.18714134,0
92464,11,15,3,2050,1,82,38,1562,1.0,train,135,125,0.33304945,0
92469,10,16,1,1026,5,213,139,925,1.0,train,368,343,0.13035229,0
92470,1,7,5,1839,13,198,161,267,1.0,train,972,956,0.24580665,0
92492,9,7,3,1649,16,259,95,451,1.0,train,1389,1311,0.21207412,0
92499,4,21,5,1708,21,139,276,668,1.0,train,1734,1816,0.2489901,0
92505,2,15,2,1541,1,19,189,595,1.0,train,119,168,0.21492447,0
92510,7,7,5,1038,22,47,138,284,1.0,train,1829,1879,0.21128416,0
92511,1,3,2,1940,7,19,284,223,1.0,train,443,547,0.35987875,0
92515,3,21,2,1042,16,213,109,462,1.0,train,1362,1317,0.15679441,0
92520,6,26,1,1938,20,276,182,251,1.0,train,1672,1656,0.41256312,0
92539,6,29,3,1417,16,233,267,541,1.0,train,1373,1398,0.18757954,0
92542,10,18,2,824,14,201,88,528,1.0,train,1093,1049,0.07037964,0
92545,2,25,5,1303,20,159,2,487,1.0,train,1639,1621,0.29261994,0
92546,7,1,5,1112,1,82,226,1068,1.0,train,135,183,0.25261575,0
92551,12,28,4,1714,4,106,154,1069,1.0,train,278,284,0.4371162,0
92570,12,9,5,1739,1,82,209,175,1.0,train,135,174,0.29821283,0
92580,5,4,4,1628,14,88,139,1076,1.0,train,1046,1069,0.21280742,0
92582,2,14,1,1644,16,252,267,615,1.0,train,1384,1398,0.16292141,0
92585,1,2,1,1121,16,267,124,463,1.0,train,1394,1325,0.27629656,0
92589,1,13,5,1635,20,132,49,1246,1.0,train,1631,1631,0.3317367,0
92591,4,17,1,1341,7,267,207,588,1.0,train,537,508,0.115283705,0
92593,3,19,7,1406,7,258,267,689,1.0,train,533,539,0.24175243,0
92596,7,4,1,1345,8,148,74,626,1.0,train,636,595,0.24238798,0
92599,11,29,2,2112,15,189,74,948,1.0,train,1210,1170,0.4979433,0
92602,2,19,6,1349,3,218,161,834,1.0,train,250,241,0.2874991,0
92607,4,20,4,1319,18,222,213,1440,1.0,train,1502,1505,0.23638663,0
92619,3,2,4,1053,18,259,213,1846,1.0,train,1514,1505,0.19396418,0
92628,8,31,4,1929,16,81,32,517,1.0,train,1300,1275,0.34025475,0
92640,4,14,5,1602,21,98,188,209,1.0,train,1720,1772,0.304498,0
92645,6,4,6,1747,16,101,81,627,1.0,train,1309,1304,0.2237345,0
92676,1,15,7,814,19,46,221,336,1.0,train,1536,1594,0.1566733,0
92679,6,17,6,2147,18,138,259,2419,1.0,train,1473,1521,0.15039456,0
92681,11,12,7,1839,4,217,154,1028,1.0,train,292,284,0.2892733,0
92684,7,11,1,1810,1,98,82,1372,1.0,train,139,136,0.35390705,0
92688,9,25,7,1615,9,88,81,1123,1.0,train,735,740,0.1955418,0
92693,2,6,7,940,20,218,269,479,1.0,train,1655,1680,0.06588016,0
92694,6,20,1,2024,1,213,25,783,0.0,train,176,122,0.51277506,1
92700,9,29,5,1315,22,86,222,351,1.0,train,1847,1922,0.40368906,0
92704,7,30,7,1440,8,19,13,852,1.0,train,558,559,0.49710777,0
92705,12,18,7,854,16,69,81,72,1.0,train,1294,1304,0.17056102,0
92707,9,6,2,1327,3,258,271,978,1.0,train,257,263,0.15246573,0
92721,7,31,1,1412,20,159,210,1099,1.0,train,1639,1661,0.2530941,0
92723,3,20,7,2000,8,303,19,589,0.0,train,721,561,0.5317309,1
92734,6,4,6,1510,20,202,132,303,1.0,train,1648,1641,0.19183876,0
92741,7,14,4,1742,1,161,213,1745,1.0,train,158,177,0.434411,0
92750,10,21,6,2145,13,213,144,177,1.0,train,978,950,0.46105358,0
92757,9,7,4,1848,13,213,214,717,1.0,train,978,983,0.34102407,0
92761,12,18,1,1627,19,80,166,214,1.0,train,1544,1574,0.18472159,0
92771,9,10,7,2021,18,81,222,602,1.0,train,1459,1509,0.28270653,0
92787,1,2,7,1415,20,169,276,296,1.0,train,1642,1682,0.3082896,0
92797,1,3,2,1245,20,144,178,451,1.0,train,1635,1654,0.32067847,0
92804,11,14,2,1537,14,180,88,957,1.0,train,1083,1049,0.21495762,0
92819,10,20,5,1809,18,81,207,957,1.0,train,1459,1500,0.26843527,0
92822,10,6,4,1810,18,138,222,1956,1.0,train,1473,1509,0.22222061,0
92828,9,2,6,1349,20,153,221,742,1.0,train,1638,1666,0.15083885,0
92829,11,1,2,1736,1,153,82,919,1.0,train,154,136,0.1893254,0
92833,6,17,6,2116,1,82,138,1172,0.0,train,135,150,0.5770704,1
92835,6,8,4,1759,10,38,49,370,1.0,train,772,780,0.37433642,0
92843,7,3,1,826,1,38,189,1258,1.0,train,124,168,0.12882164,0
92852,11,7,2,1218,20,159,250,1069,1.0,train,1639,1674,0.17875488,0
92861,4,6,3,2050,18,213,210,416,1.0,train,1498,1503,0.28729576,0
92864,11,11,5,1500,7,19,234,903,1.0,train,443,524,0.19410437,0
92889,1,30,7,954,4,154,217,1028,1.0,train,283,293,0.14007315,0
92891,7,15,6,632,3,161,258,954,1.0,train,240,258,0.042246565,0
92900,12,18,7,1314,16,161,249,109,1.0,train,1338,1385,0.23674221,0
92901,8,21,1,1609,20,178,207,1489,1.0,train,1644,1659,0.2964125,0
92911,4,24,1,1453,11,131,208,100,1.0,train,826,838,0.031740658,0
92914,7,11,2,1124,8,175,19,389,1.0,train,649,561,0.26519114,0
92915,8,12,5,2046,19,64,178,809,1.0,train,1542,1576,0.3250213,0
92916,10,8,7,1326,14,201,38,1124,1.0,train,1093,1032,0.16111067,0
92918,6,10,5,1745,20,148,49,220,1.0,train,1636,1631,0.41447812,0
92920,7,29,6,1456,13,160,82,140,1.0,train,951,928,0.17544511,0
92928,5,11,3,1912,13,154,38,187,1.0,train,949,908,0.20572698,0
92937,8,25,5,1720,8,19,245,749,1.0,train,558,698,0.4575219,0
92942,11,17,4,1239,14,248,184,763,1.0,train,1116,1088,0.19130646,0
92943,12,8,4,1237,5,180,139,853,1.0,train,353,343,0.19310795,0
92953,11,28,2,2034,1,88,213,235,1.0,train,136,177,0.49762547,0
92957,12,8,5,1218,8,260,19,563,0.0,train,699,561,0.51797295,1
92962,1,22,6,1714,10,226,19,526,1.0,train,811,776,0.41887352,0
92963,11,8,3,1732,1,166,82,1389,1.0,train,159,136,0.22474006,0
92973,5,26,5,955,15,80,38,399,1.0,train,1170,1153,0.11101684,0
92976,7,15,5,928,1,144,82,762,1.0,train,152,136,0.12581027,0
92982,6,22,3,1643,20,93,222,347,1.0,train,1628,1667,0.30018008,0
92988,12,17,6,1645,18,81,180,1545,1.0,train,1459,1493,0.28952888,0
92992,12,6,3,2356,7,159,180,2039,1.0,train,490,496,0.20594995,0
92998,2,24,5,1140,20,159,243,345,1.0,train,1639,1671,0.3063332,0
93011,12,14,4,747,20,25,221,196,1.0,train,1615,1666,0.1213855,0
93012,3,5,6,842,10,180,82,984,1.0,train,798,788,0.071245626,0
93032,8,3,4,853,18,213,80,612,1.0,train,1498,1465,0.107505426,0
93036,7,17,1,1842,18,81,222,602,1.0,train,1459,1509,0.30202937,0
93045,5,11,4,1025,14,248,88,1085,1.0,train,1116,1049,0.1192907,0
93049,12,5,1,1627,19,64,98,529,1.0,train,1542,1557,0.22544974,0
93053,9,29,5,1341,19,258,64,2279,1.0,train,1598,1549,0.21061005,0
93062,11,26,7,932,15,74,201,596,1.0,train,1167,1218,0.10610426,0
93067,6,7,2,1405,15,36,154,766,1.0,train,1149,1202,0.17050517,0
93074,8,14,1,1839,1,266,189,1045,1.0,train,195,168,0.21265987,0
93076,10,6,4,2050,20,222,264,621,1.0,train,1657,1678,0.44971636,0
93077,7,10,7,1938,5,98,286,998,1.0,train,336,389,0.42204267,0
93082,10,24,2,928,4,180,266,1189,1.0,train,287,307,0.07027168,0
93095,4,26,3,1811,13,71,82,354,1.0,train,918,928,0.14423066,0
93099,3,31,4,1225,1,213,80,612,1.0,train,176,134,0.21498725,0
93103,8,7,1,1706,20,159,207,407,1.0,train,1639,1659,0.23228009,0
93108,3,19,6,1920,20,182,207,1844,1.0,train,1646,1659,0.48462737,0
93127,8,19,5,1428,7,213,19,606,1.0,train,511,440,0.32642016,0
93132,12,13,3,1905,20,221,207,2510,1.0,train,1656,1659,0.37278092,0
93135,8,5,6,1356,15,201,74,596,1.0,train,1215,1170,0.17497261,0
93141,7,16,6,1336,19,64,80,331,1.0,train,1542,1551,0.15146635,0
93143,6,10,6,1200,8,19,275,445,1.0,train,558,713,0.18974139,0
93145,7,12,3,1912,18,98,213,719,1.0,train,1464,1505,0.4667612,0
93155,4,28,5,1544,1,178,213,403,1.0,train,162,177,0.26176122,0
93161,11,1,3,1811,7,159,267,368,1.0,train,490,539,0.14060031,0
93162,8,7,7,1930,14,64,201,930,1.0,train,1037,1095,0.30679342,0
93163,12,14,4,1658,21,139,30,562,1.0,train,1734,1698,0.27219096,0
93166,4,24,1,1620,15,74,154,589,1.0,train,1167,1202,0.15041311,0
93171,8,7,1,2005,5,98,161,2454,1.0,train,336,348,0.43537226,0
93174,8,3,3,1921,14,201,49,936,1.0,train,1093,1036,0.34356365,0
93186,6,19,1,1301,13,276,154,892,1.0,train,1004,953,0.2138269,0
93191,10,16,7,1628,20,159,182,1521,1.0,train,1639,1656,0.33600476,0
93195,5,5,5,1428,13,169,213,552,1.0,train,957,982,0.22832347,0
93203,3,8,2,1554,18,161,154,2475,1.0,train,1482,1486,0.18141162,0
93206,11,22,3,633,20,207,249,446,1.0,train,1649,1673,0.017867496,0
93208,3,19,6,822,16,267,81,391,1.0,train,1394,1304,0.07745123,0
93209,10,16,7,1340,1,189,276,1068,1.0,train,167,200,0.22127701,0
93216,3,28,2,2023,18,213,210,416,1.0,train,1498,1503,0.36018145,0
93220,4,6,3,1607,14,201,81,680,1.0,train,1093,1045,0.18626004,0
93233,12,15,5,1549,16,249,161,109,1.0,train,1381,1341,0.20010762,0
93238,12,15,4,1338,16,282,213,607,1.0,train,1402,1365,0.3827376,0
93240,3,24,5,2051,5,98,248,1068,1.0,train,336,376,0.48363793,0
93241,6,21,3,1734,4,21,154,1522,1.0,train,267,284,0.39471826,0
93244,9,14,3,2019,20,48,207,325,1.0,train,1620,1659,0.21611609,0
93250,7,24,1,1040,16,252,161,89,1.0,train,1384,1341,0.1295187,0
93251,12,3,6,1742,3,157,263,183,1.0,train,238,260,0.20635115,0
93265,5,17,3,1554,9,182,81,895,1.0,train,747,740,0.17586415,0
93267,1,23,7,1813,1,82,201,852,1.0,train,135,169,0.42298317,0
93271,8,20,7,1356,16,267,115,217,1.0,train,1394,1320,0.14669164,0
93272,6,20,1,1526,7,286,166,1011,1.0,train,546,493,0.2921737,0
93295,10,23,1,2157,16,198,259,77,1.0,train,1352,1393,0.4798886,0
93299,6,14,3,1605,15,154,47,301,1.0,train,1199,1156,0.23340744,0
93300,3,9,4,846,22,222,252,455,1.0,train,1910,1937,0.064189576,0
93312,6,26,7,2045,18,81,250,794,1.0,train,1459,1519,0.39208618,0
93325,11,19,6,1157,20,159,243,345,1.0,train,1639,1671,0.1723965,0
93330,1,19,4,2037,1,189,166,1097,1.0,train,167,160,0.4860654,0
93332,1,25,3,1730,20,159,207,407,1.0,train,1639,1659,0.22022514,0
93336,10,6,4,1658,14,98,88,487,1.0,train,1048,1049,0.22552304,0
93340,12,28,4,1853,3,218,269,479,1.0,train,250,262,0.45111242,0
93341,6,28,3,942,14,166,88,501,1.0,train,1078,1049,0.161989,0
93351,7,5,2,1906,1,286,166,1011,1.0,train,202,160,0.35495296,0
93369,2,19,6,1648,16,267,236,508,1.0,train,1394,1378,0.22896707,0
93370,3,31,4,1445,7,122,19,153,1.0,train,477,440,0.37385368,0
93376,4,8,5,1400,15,251,74,515,1.0,train,1236,1170,0.23355193,0
93385,8,23,2,2350,12,159,239,2027,1.0,train,863,884,0.17917845,0
93389,5,2,1,915,7,19,121,306,1.0,train,443,474,0.08569856,0
93397,5,23,1,2140,18,81,112,836,1.0,train,1459,1474,0.4162029,0
93401,4,22,5,1914,14,201,166,1020,1.0,train,1093,1080,0.28688344,0
93405,1,8,7,1844,13,264,161,308,1.0,train,1000,956,0.18786533,0
93408,4,30,7,1636,18,213,19,606,1.0,train,1498,1449,0.42158648,0
93409,9,10,7,1415,8,275,19,445,1.0,train,706,561,0.28246173,0
93413,3,19,7,1014,20,49,30,682,1.0,train,1621,1626,0.10561124,0
93420,9,12,2,1911,21,98,190,725,1.0,train,1720,1774,0.30608,0
93423,1,14,6,1545,1,81,82,641,1.0,train,134,136,0.23138781,0
93425,11,4,6,1402,10,159,19,1747,1.0,train,794,776,0.18970804,0
93433,10,21,5,1751,1,259,161,337,1.0,train,193,159,0.31407616,0
93438,9,18,1,1205,3,258,271,978,1.0,train,257,263,0.16116974,0
93439,5,17,2,1448,16,81,70,230,1.0,train,1300,1299,0.10198374,0
93450,3,26,6,1732,14,221,184,874,1.0,train,1104,1088,0.2545354,0
93459,12,28,4,1741,19,159,154,2248,1.0,train,1562,1570,0.37917027,0
93466,2,10,5,2108,13,82,65,927,1.0,train,924,919,0.42662978,0
93471,6,28,2,2138,1,82,161,1235,0.0,train,135,159,0.6859553,1
93478,4,1,6,1235,20,269,212,389,1.0,train,1670,1662,0.124489404,0
93489,6,26,7,1556,1,213,161,1745,1.0,train,176,159,0.31802118,0
93504,3,9,3,825,15,38,239,612,1.0,train,1150,1233,0.09609963,0
93507,1,3,1,2034,7,19,65,446,1.0,train,443,456,0.43092793,0
93509,3,28,2,1640,8,143,19,377,1.0,train,633,561,0.39838365,0
93514,11,26,7,1149,22,126,81,152,1.0,train,1864,1857,0.19568309,0
93526,11,8,3,1415,18,178,213,403,1.0,train,1485,1505,0.20632246,0
93527,4,8,6,1213,18,269,213,1781,1.0,train,1518,1505,0.1977616,0
93528,12,27,3,1938,16,289,81,541,1.0,train,1403,1304,0.34189844,0
93529,4,23,7,2037,22,138,76,703,1.0,train,1868,1856,0.43791696,0
93547,1,24,2,822,18,98,81,1605,1.0,train,1464,1466,0.07708392,0
93551,7,1,5,1200,12,159,258,866,1.0,train,863,887,0.22363858,0
93557,10,12,4,1621,20,152,49,888,1.0,train,1637,1631,0.30794233,0
93559,11,13,7,1523,21,213,139,925,1.0,train,1774,1747,0.22450265,0
93572,6,24,6,1311,21,62,214,435,1.0,train,1701,1788,0.14106694,0
93575,11,28,1,1549,3,207,218,543,1.0,train,245,251,0.3539319,0
93577,3,24,5,1517,16,259,252,262,1.0,train,1389,1388,0.3283146,0
93584,12,15,4,2000,20,188,180,1142,0.0,train,1647,1655,0.64318717,1
93596,6,27,1,1150,14,201,218,1426,1.0,train,1093,1105,0.30604652,0
93611,1,10,1,1115,13,87,213,299,1.0,train,925,982,0.22339079,0
93612,1,30,7,2044,4,106,166,1076,1.0,train,278,286,0.47169438,0
93616,7,15,5,2052,12,249,159,258,1.0,train,881,869,0.33856457,0
93631,3,16,4,1934,7,80,166,214,1.0,train,464,493,0.22181989,0
93652,10,25,3,914,13,239,166,431,1.0,train,986,960,0.11777965,0
93653,5,6,6,1540,20,21,49,1342,1.0,train,1614,1631,0.15916598,0
93661,7,18,2,1936,18,81,182,895,1.0,train,1459,1495,0.36401564,0
93666,2,21,2,1036,1,166,189,1097,1.0,train,159,168,0.12668626,0
93669,6,4,7,1250,22,252,222,455,1.0,train,1925,1922,0.350904,0
93672,12,13,2,1034,12,82,159,1055,1.0,train,853,869,0.14148779,0
93676,4,26,2,1601,19,144,221,587,1.0,train,1558,1594,0.18994312,0
93683,4,3,1,932,10,202,19,425,1.0,train,805,776,0.14188078,0
93685,6,27,2,907,4,167,154,2465,1.0,train,286,284,0.10941687,0
93690,8,2,2,1910,7,19,258,2182,1.0,train,443,535,0.39278966,0
93691,7,26,2,1118,14,88,106,1127,1.0,train,1046,1054,0.18276654,0
93696,6,10,6,1003,7,166,159,2242,1.0,train,493,490,0.12911464,0
93699,9,24,7,1720,22,154,64,541,1.0,train,1876,1849,0.2486828,0
93712,9,16,6,1431,1,82,250,247,1.0,train,135,191,0.20675313,0
93720,2,7,1,2225,20,267,222,507,0.0,train,1669,1667,0.5860538,1
93727,8,24,4,1411,19,48,222,369,1.0,train,1538,1595,0.19212331,0
93731,8,3,4,1457,14,88,188,609,1.0,train,1046,1089,0.21073934,0
